"","ID","Name.in.English","Name.in.French","Name.in.Spanish","Countries","Country.codes.alpha.3","ISO639.3.codes","Degree.of.endangerment","Alternate.names","Name.in.the.language","Number.of.speakers","Sources","Latitude","Longitude","Description.of.the.location","Country","Region","City"
"426",1051,"Tsez","tsez","dido","Russian Federation","RUS","ddo","Definitely endangered","Dido; дидойский","",15356,"М. Ш. Халилов: Цезский язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",42,46,"several villages, including Khutrakh, Kidero, Khupri, Shaitl, Mikok, Tsebari, Asakh, Shapikh, and Sagada, in Tsunta County in the Republic of Daghestan, and in a number of expatriate communities","RU","17","Sanatoriy"
"427",1425,"Bonan","bonan","bonan","China","CHN","peh","Definitely endangered","Bao’an","",15000,"Wu Hugjiltu: Bonan. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 325–345.",36,103,"two communities: the Buddhist Bonan speakers, officially registered as belonging to the Monguor (Tu) nationality, in the villages of gNyan.thog, sGo.dmar and sKa.gsar in Tongren County of Huangnan Tibetan Autonomous District, Qinghai; the Islamic Bonan speakers, officially recognized as a distinct Bonan (Baoan) nationality, in the villages of Ganhetan, Dadun and Lijiacun in Dahejia Township of Dongxiang Salar Jishishan Autonomous County of Linxia Hui Autonomous District, Gansu","CN","15","Linxia"
"428",2246,"Chrau","chrau","gro","Viet Nam","VNM","crw","Definitely endangered","","",15000,"Bradley 2007",11,107,"","VN","20","Ho Chi Minh City"
"429",1773,"Dari","dari","darí","Iran (Islamic Republic of)","IRN","gbz","Definitely endangered","Gabri, Gabri, Gabar, Yazdi, Zoroastrian,","",15000,"Gordon, Raymond G., Jr. (ed.), 2005. Ethnologue: Languages of the World, Fifteenth edition. Dallas, Tex.: SIL International. Online version: http://www.ethnologue.com/.
",32,54,"Yazd and Kirman province, Iran","IR","31","Yazd"
"430",1250,"Dzala","dzalakha","dzalakha","Bhutan","BTN","dzl","Vulnerable","Dzalamat; Yangtsebikha","",15000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",28,91,"Trashi’yangtse and Lhüntsi district in the northeast","BT","5","Jakar"
"431",2432,"Ersu","ersu","ersu","China","CHN","ers","Definitely endangered","Lizu, Tosu","",15000,"Bradley 2007",29,102,"","CN","32","Mianning"
"432",1180,"Gangte","gangte","gangte","India","IND","gnb","Definitely endangered","","",15000,"",24,94,"Manipur, mostly in southern Churachandpur Dt.","IN","17","Thanga"
"433",24,"Gurdu-Mbaaru","gurdu-mbaaru","guruntum","Nigeria","NGA","grd","Severely endangered","Gurutum-Mbaaru","",15000,"Roger Blench, Ethnologue",10,10,"","NG","46","Bauchi"
"434",1145,"Ha-lung Tibetan","walung","halung tibetano","Nepal","NPL","ola","Definitely endangered","Wallung; Walung; Olangchung Gola","",15000,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",28,88,"Tāplejuṅ district, near the headwaters of the Tamor river","IN","29","Sikkim"
"435",2445,"Hlersu","hlersu","sansu","China","CHN","hle","Vulnerable","Shansu, Sansu","",15000,"Bradley 2007",24,102,"","CN","29","Lijiang"
"436",2254,"Juk","juk","juk","Lao People's Democratic Republic","LAO","","Definitely endangered","Suai","",15000,"Bradley 2007",15,107,"","LA","1","Xaysetha"
"437",1681,"Kwama","kwama","kwama","Ethiopia","ETH","kmq","Vulnerable","","",15000,"Ethnologue",10,34,"",NA,NA,NA
"438",2434,"Laemae","laemae","lama","China","CHN","","Severely endangered","Lama, Northern Bia","",15000,"Bradley 2007",26,99,"","CN","29","Gulang"
"439",539,"Lavua","lavua","lavüa","Thailand","THA","lcp","Definitely endangered","Lua, Lawa","",15000,"",18,98,"","TH","2","Omkoi"
"440",648,"Macushi (Brazil)","macushi (Brésil)","macusí (Brasil)","Brazil","BRA","mbc","Vulnerable","Makuxí, Macuxi, Macushi, Pemon","",15000,"Databank Moore, 2008.",4,-61,"Linguist Ianes says that maintenance is problematical, even many native teachers don't speak the language","BR","25","Consola��o"
"441",1361,"Nahali","nahali","nahalí","India","IND","nlx","Definitely endangered","Nahal; Nahale; Kalto","",15000,"van Driem 2007c, p. 305",21,74,"Madhya Pradesh, south of the Tapti river in Nimar and Ellichpur districts, especially around the village of Tembi 40 km east of Burhanpur. ","IN","16","Nandurbar"
"442",2448,"Naluo","naluo","naluo","China","CHN","ylo","Vulnerable","Laluo","",15000,"Bradley 2007",27,101,"","CN","29","Jinguan"
"443",2401,"Nyoe","nyoe","nyoe","Thailand","THA","","Definitely endangered","Eu","",15000,"",15,105,"","TH","75","Ubon"
"444",1524,"O'odham (Akimel)","o'odham (Akimel)","papago (Akimel)","United States of America","USA","ood","Definitely endangered","Upper Piman, Akimel O'odham, Pima, Papago-Piman","",15000,"",33,-112,"The Akimel O'odham dialect is spoken on the Gila River, Salt River, and Ak Chin reservations in southern Arizona.","US","AZ","Chandler"
"445",871,"O'odham (Tohono)","o'odham (Tohono)","papago (Tohono)","United States of America","USA","ood","Definitely endangered","Upper Piman, Tohono O'odham, Papago, Papago-Piman","",15000,"",32,-112,"The Tohono O'odham dialect is spoken on the Tohono O'odham, San Xavier, and Gila Bend reservations in southern Arizona.","US","AZ","Sells"
"446",2031,"Paiwan","paiwan","paiwan","China","CHN","pwn","Vulnerable","","",15000,"",22,121,"Taiwan Province","TW","4","Shangwu"
"447",2428,"Rao","rao","rao","China","CHN","tct","Definitely endangered","Ten, T'en, Yanghuang","",15000,"Bradley 2007",26,107,"","CN","18","Yazhou"
"448",2294,"Semai","semai","semái","Malaysia","MYS","sca","Severely endangered","","",15000,"Bradley 2007",4,101,"","MY","7","Sabah"
"449",1719,"Shatt","shatt","shatt","Sudan","SDN","shj","Severely endangered","Caning","",15000,"C. Stevenson, Ethnologue",11,30,"Shatt Hills, southwest of Kadugli",NA,NA,NA
"450",6,"Siwi","siwi","siví","Egypt","EGY","siz","Definitely endangered","Siwa, Tsiwit, Tasiwit, Zenati, Tamazight (generic)","",15000,"No official statistics. Several recent visits by specialists of Tamazight linguistics and minority studies produced rough estimates. 
 ",29,26,"Siwi is spoken in the Oasis of Siwa located in western  of Egypt,  70 kms from the Lybian  border and  560 km away from Cairo. ","EG","22","Siwa"
"451",1289,"Tagargrent","tagargrent","wargla","Algeria","DZA","oua","Severely endangered","Tamazight, Berbere de Ouargla","",15000,"Jean Delheure in Agerraw n iwalen teggargrent-tarumit -Dictionnaire Ouargli-Francais, SELA 1987
Chaker, local sources (informal interviews).",31,4,"Ouargla, Ngouça",NA,NA,NA
"452",2162,"Tayurayt","tayurayt","tayurayt","Algeria","DZA","","Vulnerable","Gouraya, taqbaylit
Tamazight n Iyurayen","",15000,"Official population sources and various local internet sites.",37,2,"Gouraya and surrounding region","DZ","55","Tipaza"
"453",2324,"Totoli","totoli","tolitoli","Indonesia","IDN","txe","Vulnerable","Tolitoli, Gage","",15000,"Grimes 2000",1,120,"Sulawesi","ID","21","Barat"
"454",286,"Aruaco","aruaco","aruaco","Colombia","COL","arh","Vulnerable","Ika, Ijka, Bíntukwa","",14799,"Arango and Sánchez, 'Los pueblos indígenas de Colombia' (2004)",10,-74,"Sierra Nevada de Santa Marta, northern Colombia","CO","18","Atl�ntico"
"455",441,"Yakkha","yakkha","yakha","Nepal","NPL","ybh","Critically endangered","याक्खा; Yakkhaba","",14648,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

2001 census (ethnologue.com)",27,87,"Saṅkhuvā Sabhā and Dhankuṭā districts","NP","0","Dharan"
"456",1584,"Kuruba","kuruba","kurumba","India","IND","kfi","Critically endangered","Kurumba
","",14613,"",11,76,"Tamil Nadu (Coimbatore, Pollachi, Dharmapuri, Chengalpet, S.Arcot, and Western Fields, and Western Gate) and Karnataka and also in Andhra Pradesh","IN","13","Manjeri"
"457",707,"Tuamotuan","tuamotuan","tuamotuano","French Polynesia (France)","PYF","pmt","Definitely endangered","Pa'umotu","",14400,"Wurm, Stephen 2007. 'Australia and the Pacific', pp. 425-578 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge
Grimes 2000",-15,-148,"Tuamotu archipelago","PF","0","Avatoru"
"458",62,"Katla","katla","catla","Sudan","SDN","kcr","Definitely endangered","Akalak, Kalak","",14208,"C. Stevenson, Ethnologue",12,29,"",NA,NA,NA
"459",294,"Garífuna (Belize)","garifuna (Belize)","garífuna (Belize)","Belize","BLZ","cab","Vulnerable","","",14061,"The census figures come from internet: Population and Housing Census as recorded by the Centro Centroamericano de Población, Universidad de Costa Rica.  This holds for all the indigenous lgs of Belize",17,-89,"Dangriga, Stann Creek, Toledo","BZ","",""
"460",1109,"Thulung","thulung","thulungo","Nepal","NPL","tdh","Definitely endangered","थुलुङ; Thulu; Tulung","",14034,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com
",27,87,"Southern Solukhumbu district","NP","0","Dharan"
"461",1190,"Bawm","bawm","chin bom","Bangladesh, India","BGD, IND","bgr","Definitely endangered","Chin, Bawm","",14000,"",22,93,"Mizoram: Chhimtuipui, Lunglei, and Aizawl districts; Tripura; and Assam","IN","31","Saiha"
"462",1666,"Guajajara","guajajára","guajajara","Brazil","BRA","gub","Vulnerable","","",14000,"Moore, 2008.",-5,-47,"","BR","13","Jo�o Lisboa"
"463",703,"Niuean","niue","niue","Niue","NIU","niu","Definitely endangered","","",14000,"Grimes 2000",-19,-170,"1260 on Niue, remainder mostly in New Zealand","NU","",""
"464",2574,"Uhunduni","uhunduni","uhunduní","Indonesia","IDN","uhn","Vulnerable","","",14000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-4,137,"Irian Jaya","ID","9","Tembagapura"
"465",1300,"Gusilay","gusilay","gusilay","Senegal","SEN","gsl","Vulnerable","","",13950,"Ethologue, Adjaratou Sall",13,-16,"","SN","12","Ziguinchor"
"466",1816,"Xavante","xavante","xavanté","Brazil","BRA","xav","Vulnerable","A’uwe, Awen, Akwe, Akwen","",13303,"www.socioambiental.org
Moore, 2008, IBGE databank
Moore, 2008, Scientific American (Brasil)
Hall Joan, Ruth Alice McLeod and Valerie Mitchell, compiler (2004).",-14,-54,"The group lives in in the 9 Indigenous Lands: Chão Preto, Ubawawe , Parabubure, Marechal Rondom, Maraiwatsede, São Marcos, Pimentel Barbosa, Areões and Sangradouro/Volta Grande.","BR","14","Paranatinga"
"467",2304,"Dondo","dondo","dondo","Indonesia","IDN","dok","Vulnerable","Dongo","",13000,"Grimes 2000",1,120,"Sulawesi","ID","21","Barat"
"468",1168,"Khampti","khampti","jamtí","India","IND","","Vulnerable","","",13000,"",28,97,"Lohit Valley Dt., concentrated in and around Chowkham","CN","14","Lima"
"469",11,"Nalu","nalu","nalu","Guinea","GIN","naj","Definitely endangered","","",13000,"Ethnologue, Tucker Childs",11,-15,"","GN","3","Kamsar"
"470",1721,"Tagoi","tagoi","tagoí","Sudan","SDN","tag","Severely endangered","","",13000,"Ethnologue",11,30,"Moreb, Tagoi, Turjok, Tumale Hill",NA,NA,NA
"471",71,"Karko","karko","karko","Sudan","SDN","kko","Definitely endangered","","",12986,"C. Stevenson, Ethnologue",12,29,"",NA,NA,NA
"472",939,"San Mateo del Mar Huave","huave de San Mateo del Mar","huave de San Mateo del Mar","Mexico","MEX","huv","Vulnerable","","",12667,"Contributor: Samuel Herrera, Census 2005",16,-95,"Municipality of San Mateo del Mar, Oaxaca","MX","20","Jalapa"
"473",1751,"Q'eqchi' (Belize)","q’eqchi' (Belize)","cachí (Belize)","Belize","BLZ","kek","Vulnerable","Ketchí","",12366,"The census figures come from internet: Population and Housing Census as recorded by the Centro Centroamericano de Población, Universidad de Costa Rica.  This holds for all the indigenous lgs of Belize",17,-88,"Southern Belize, Stann Creek","BZ","1","Belize City"
"474",52,"Kadaru","kadaru","kadaru","Sudan","SDN","kdu","Definitely endangered","Kodoro","",12360,"Ethnologue",12,30,"",NA,NA,NA
"475",1286,"Mazatlán Mazatec","mazatèque de Mazatlán","mazateco de Mazatlán","Mexico","MEX","vmz","Vulnerable","ienra naxinandana, Mazateco del suroeste, Southwestern Mazatec","",12340,"Census 2000 and information provided by INALI",18,-97,"Municipalities of Mazatlán Villa de Flores, San Juan de los Cues and Santa María Tecomayaca in the state of Oaxaca","MX","20","Teotitlan"
"476",1309,"Badiaranke","badiaranké","badiara / badyara","Guinea","GIN","pbp","Severely endangered","Badyara","",12205,"Ethnologue, Adjaratou Sall, Tucker Childs ",12,-14,"Spoken in Guinea, Guinea-Bissau and Senegal.

 ","GW","10","Gab�"
"477",2327,"Alune","alune","alune","Indonesia","IDN","alp","Vulnerable","","",12000,"Grimes 2000",-3,128,"Maluku",NA,NA,NA
"478",1606,"Bangani","bangani","bangani","India","IND","gbm","Critically endangered","Baṅgāṇī","",12000,"",30,79,"Uttarakhand, in the Garhwal area known as 'Bangan'","IN","39","Chopra"
"479",1046,"Chamalal","chamalal","chamalal","Russian Federation","RUS","cji","Definitely endangered","","",12000,"П. Т. Магомедова: Чамалинский язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",43,46,"the villages of Upper Gakvari, Lower Gakvari, Agvali, Tsumada, Richaganik, Gadyri, Gigatl’, and Kvankhi in Tsumada County in the Republic of Daghestan","RU","CI","Pervomayskaya"
"480",2238,"Chru","chru","cru","Viet Nam","VNM","cje","Vulnerable","","",12000,"",11,109,"","VN","36","Duong"
"481",1090,"Hill Miri","miri","hill miri","India","IND","mrg","Definitely endangered","Miri, Mising, Mishing","",12000,"",28,94,"Lower Subansiri Dt, concentrated in and around the town of Raga","IN","30","Zero"
"482",2446,"Jinuo","jinuo","yinuo","China","CHN","jiy, jiu","Definitely endangered","","",12000,"Bradley 2007",21,101,"","LA","16","Louang Namtha"
"483",2435,"Muya","muya","muya","China","CHN","mvm","Vulnerable","Menyak","",12000,"Bradley 2007",30,102,"","CN","32","Kangding"
"484",556,"Samei","sani","samei","China","CHN","smh","Severely endangered","Sani","",12000,"Bradley 2007",25,103,"","CN","29","Kunming"
"485",2617,"Tajio","tajio","tajio","Indonesia","IDN","tdj","Vulnerable","","",12000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",0,120,"East coast of the neck, close to Kasimbar and Tada, Sulawesi","ID","21","Buol"
"486",2618,"Tobada'","tobada","tobada'","Indonesia","IDN","tdj","Extinct","Bada","",12000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2,119,"On the headwaters of the Budong-Budong River, Sulawesi",NA,NA,NA
"487",1333,"Yurt Tatar","tatar yurt","tártaro de yurt","Russian Federation","RUS","","Definitely endangered","","",12000,"Л. Ш. Арсланов: Юртовских татар язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",46,48,"Volga (Privolzhskiy), Nariman and Volodarskiy counties in Astrakhan Province; also in the suburbs of the city of Astrakhan; an outlying dialect of Nogay not listed at all by the SIL","RU","7","Astrakhan"
"488",1489,"Yaqui (Mexico)","yaqui (Mexique)","yaqui (México)","Mexico","MEX","yaq","Vulnerable","hiak-nooki","",11806,"Contributor Zarina Estrada, 2000 Census and information provided by INALI",28,-110,"Localities of Vicam, Potam, and others in the municipality of Guaymas; municipalities of Bacum, Cajeme, Empalme, and San Ignacio Río Muerto in the state of Sonora","MX","26","B�cum"
"489",1784,"Ch'orti' (Guatemala)","ch’orti' (Guatemala)","chortí (Guatemala)","Guatemala","GTM","caa","Definitely endangered","Chortí","",11734,"XI Nacional de Población for number of speakers and names of languages; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations",15,-89,"La Unión in municipality of Zacapa; Jocotán, Camotán, Olopa, Quetzaltepeque","HN","5","San Pedro"
